Match_SK,match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
293,548358,Kolkata Knight Riders,Pune Warriors,05-05-12,2012,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,SP Narine,7,1
294,548359,Kings XI Punjab,Rajasthan Royals,05-05-12,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SR Watson,43,1
295,548360,Mumbai Indians,Chennai Super Kings,06-05-12,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,DR Smith,2,1
296,548361,Royal Challengers Bangalore,Deccan Chargers,06-05-12,2012,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,AB de Villiers,5,1
297,548362,Delhi Daredevils,Kolkata Knight Riders,07-05-12,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,bat,wickets,Result,JH Kallis,6,1
298,548363,Pune Warriors,Rajasthan Royals,08-05-12,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Rajasthan Royals,bat,wickets,Result,SR Watson,7,1
299,548364,Deccan Chargers,Kings XI Punjab,08-05-12,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Deccan Chargers,Kings XI Punjab,field,runs,Result,Mandeep Singh,25,1
300,548365,Mumbai Indians,Royal Challengers Bangalore,09-05-12,2012,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,9,1
301,548366,Rajasthan Royals,Chennai Super Kings,10-05-12,2012,Sawai Mansingh Stadium,Jaipur,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,BW Hilfenhaus,4,1
302,548367,Pune Warriors,Royal Challengers Bangalore,11-05-12,2012,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,CH Gayle,35,1
303,548368,Kolkata Knight Riders,Mumbai Indians,12-05-12,2012,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,RG Sharma,27,1
304,548369,Chennai Super Kings,Delhi Daredevils,12-05-12,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,BW Hilfenhaus,9,1
305,548370,Rajasthan Royals,Pune Warriors,13-05-12,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,A Chandila,45,1
306,548371,Kings XI Punjab,Deccan Chargers,13-05-12,2012,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Deccan Chargers,Kings XI Punjab,bat,wickets,Result,DJ Hussey,4,1
307,548372,Royal Challengers Bangalore,Mumbai Indians,14-05-12,2012,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,AT Rayudu,5,1
308,548373,Kolkata Knight Riders,Chennai Super Kings,14-05-12,2012,Eden Gardens,Kolkata,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MEK Hussey,5,1
309,548374,Delhi Daredevils,Kings XI Punjab,15-05-12,2012,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Delhi Daredevils,bat,wickets,Result,UT Yadav,5,1
310,548375,Mumbai Indians,Kolkata Knight Riders,16-05-12,2012,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kolkata Knight Riders,field,runs,Result,SP Narine,32,1
311,548376,Kings XI Punjab,Chennai Super Kings,17-05-12,2012,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AC Gilchrist,6,1
312,548377,Delhi Daredevils,Royal Challengers Bangalore,17-05-12,2012,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,CH Gayle,21,1
313,548378,Deccan Chargers,Rajasthan Royals,18-05-12,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rajasthan Royals,Deccan Chargers,bat,wickets,Result,DW Steyn,5,1
314,548379,Kings XI Punjab,Delhi Daredevils,19-05-12,2012,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,UT Yadav,6,1
315,548380,Pune Warriors,Kolkata Knight Riders,19-05-12,2012,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,Shakib Al Hasan,34,1
316,548381,Deccan Chargers,Royal Challengers Bangalore,20-05-12,2012,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Deccan Chargers,field,runs,Result,DW Steyn,9,1
317,548382,Rajasthan Royals,Mumbai Indians,20-05-12,2012,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Mumbai Indians,bat,wickets,Result,DR Smith,10,1
318,548383,Delhi Daredevils,Kolkata Knight Riders,22-05-12,2012,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,YK Pathan,18,1
319,548384,Chennai Super Kings,Mumbai Indians,23-05-12,2012,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Chennai Super Kings,field,runs,Result,MS Dhoni,38,1
320,548385,Delhi Daredevils,Chennai Super Kings,25-05-12,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Delhi Daredevils,Chennai Super Kings,field,runs,Result,M Vijay,86,1
321,548386,Kolkata Knight Riders,Chennai Super Kings,27-05-12,2012,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Kolkata Knight Riders,bat,wickets,Result,MS Bisla,5,1
322,598003,Kolkata Knight Riders,Delhi Daredevils,03-04-13,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,SP Narine,6,1
323,598004,Royal Challengers Bangalore,Mumbai Indians,04-04-13,2013,M Chinnaswamy Stadium,Bangalore,India,Mumbai Indians,Royal Challengers Bangalore,field,runs,Result,CH Gayle,2,1
324,598005,Sunrisers Hyderabad,Pune Warriors,05-04-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Pune Warriors,Sunrisers Hyderabad,field,runs,Result,A Mishra,22,1
325,598006,Delhi Daredevils,Rajasthan Royals,06-04-13,2013,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,R Dravid,5,1
326,598007,Chennai Super Kings,Mumbai Indians,06-04-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,9,1
327,598008,Pune Warriors,Kings XI Punjab,07-04-13,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Kings XI Punjab,bat,wickets,Result,M Vohra,8,1
328,598009,Sunrisers Hyderabad,Royal Challengers Bangalore,07-04-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,Tie,Superover,GH Vihari,NULL,1
329,598010,Rajasthan Royals,Kolkata Knight Riders,08-04-13,2013,Sawai Mansingh Stadium,Jaipur,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,SK Trivedi,19,1
330,598011,Mumbai Indians,Delhi Daredevils,09-04-13,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KD Karthik,44,1
331,598012,Kings XI Punjab,Chennai Super Kings,10-04-13,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MEK Hussey,10,1
332,598013,Royal Challengers Bangalore,Kolkata Knight Riders,11-04-13,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,8,1
333,598014,Pune Warriors,Rajasthan Royals,11-04-13,2013,Subrata Roy Sahara Stadium,Pune,India,Rajasthan Royals,Pune Warriors,bat,wickets,Result,AJ Finch,7,1
334,598015,Delhi Daredevils,Sunrisers Hyderabad,12-04-13,2013,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Sunrisers Hyderabad,bat,wickets,Result,A Mishra,3,1
335,598016,Mumbai Indians,Pune Warriors,13-04-13,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,RG Sharma,41,1
336,598017,Chennai Super Kings,Royal Challengers Bangalore,13-04-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,RA Jadeja,4,1
337,598018,Kolkata Knight Riders,Sunrisers Hyderabad,14-04-13,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,G Gambhir,48,1
338,598019,Rajasthan Royals,Kings XI Punjab,14-04-13,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,JP Faulkner,6,1
339,598020,Chennai Super Kings,Pune Warriors,15-04-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Pune Warriors,Pune Warriors,bat,runs,Result,SPD Smith,24,1
340,598021,Kings XI Punjab,Kolkata Knight Riders,16-04-13,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,MS Gony,4,1
341,598022,Royal Challengers Bangalore,Delhi Daredevils,16-04-13,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Tie,Superover,V Kohli,NULL,1
342,598023,Pune Warriors,Sunrisers Hyderabad,17-04-13,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Sunrisers Hyderabad,field,runs,Result,A Mishra,11,1
343,598024,Rajasthan Royals,Mumbai Indians,17-04-13,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,AM Rahane,87,1
344,598025,Delhi Daredevils,Chennai Super Kings,18-04-13,2013,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,86,1
345,598026,Sunrisers Hyderabad,Kings XI Punjab,19-04-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Sunrisers Hyderabad,bat,wickets,Result,GH Vihari,5,1
346,598027,Kolkata Knight Riders,Chennai Super Kings,20-04-13,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Chennai Super Kings,bat,wickets,Result,RA Jadeja,4,1
347,598028,Royal Challengers Bangalore,Rajasthan Royals,20-04-13,2013,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,R Vinay Kumar,7,1
348,598029,Delhi Daredevils,Mumbai Indians,21-04-13,2013,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,bat,wickets,Result,V Sehwag,9,1
349,598030,Kings XI Punjab,Pune Warriors,21-04-13,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,DA Miller,7,1
350,598031,Chennai Super Kings,Rajasthan Royals,22-04-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,MEK Hussey,5,1
351,598032,Royal Challengers Bangalore,Pune Warriors,23-04-13,2013,M Chinnaswamy Stadium,Bangalore,India,Pune Warriors,Royal Challengers Bangalore,field,runs,Result,CH Gayle,130,1
352,598033,Kings XI Punjab,Delhi Daredevils,16-05-13,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Delhi Daredevils,Kings XI Punjab,field,runs,Result,DA Miller,7,1
353,598034,Kolkata Knight Riders,Mumbai Indians,24-04-13,2013,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Mumbai Indians,bat,wickets,Result,DR Smith,5,1
354,598035,Chennai Super Kings,Sunrisers Hyderabad,25-04-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Sunrisers Hyderabad,Chennai Super Kings,bat,wickets,Result,MS Dhoni,5,1
355,598036,Kolkata Knight Riders,Kings XI Punjab,26-04-13,2013,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,JH Kallis,6,1
356,598037,Rajasthan Royals,Sunrisers Hyderabad,27-04-13,2013,Sawai Mansingh Stadium,Jaipur,India,Sunrisers Hyderabad,Rajasthan Royals,bat,wickets,Result,JP Faulkner,8,1
357,598038,Mumbai Indians,Royal Challengers Bangalore,27-04-13,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,DR Smith,58,1
358,598039,Chennai Super Kings,Kolkata Knight Riders,28-04-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,field,runs,Result,MEK Hussey,14,1
359,598040,Delhi Daredevils,Pune Warriors,28-04-13,2013,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Pune Warriors,Delhi Daredevils,field,runs,Result,DA Warner,15,1
360,598041,Rajasthan Royals,Royal Challengers Bangalore,29-04-13,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SV Samson,4,1
361,598042,Mumbai Indians,Kings XI Punjab,29-04-13,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,RG Sharma,4,1
362,598043,Pune Warriors,Chennai Super Kings,30-04-13,2013,Subrata Roy Sahara Stadium,Pune,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,37,1
363,598044,Sunrisers Hyderabad,Mumbai Indians,01-05-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Mumbai Indians,Sunrisers Hyderabad,bat,wickets,Result,I Sharma,7,1
364,598045,Delhi Daredevils,Kolkata Knight Riders,01-05-13,2013,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,Result,DA Warner,7,1
365,598046,Chennai Super Kings,Kings XI Punjab,02-05-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,15,1
366,598047,Pune Warriors,Royal Challengers Bangalore,02-05-13,2013,Subrata Roy Sahara Stadium,Pune,India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,AB de Villiers,17,1
367,598048,Kolkata Knight Riders,Rajasthan Royals,03-05-13,2013,Eden Gardens,Kolkata,India,Rajasthan Royals,Kolkata Knight Riders,bat,wickets,Result,YK Pathan,8,1
368,598049,Sunrisers Hyderabad,Delhi Daredevils,04-05-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Delhi Daredevils,Sunrisers Hyderabad,bat,wickets,Result,DJG Sammy,6,1
369,598050,Royal Challengers Bangalore,Kings XI Punjab,14-05-13,2013,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AC Gilchrist,7,1
370,598051,Mumbai Indians,Chennai Super Kings,05-05-13,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,MG Johnson,60,1
371,598052,Rajasthan Royals,Pune Warriors,05-05-13,2013,Sawai Mansingh Stadium,Jaipur,India,Pune Warriors,Rajasthan Royals,bat,wickets,Result,AM Rahane,5,1
372,598053,Royal Challengers Bangalore,Sunrisers Hyderabad,09-04-13,2013,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,Result,V Kohli,7,1
373,598054,Rajasthan Royals,Delhi Daredevils,07-05-13,2013,Sawai Mansingh Stadium,Jaipur,India,Delhi Daredevils,Rajasthan Royals,bat,wickets,Result,AM Rahane,9,1
374,598055,Mumbai Indians,Kolkata Knight Riders,07-05-13,2013,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,SR Tendulkar,65,1
375,598056,Sunrisers Hyderabad,Chennai Super Kings,08-05-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Chennai Super Kings,field,runs,Result,SK Raina,77,1
376,598057,Kings XI Punjab,Rajasthan Royals,09-05-13,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,KK Cooper,8,1
377,598058,Pune Warriors,Kolkata Knight Riders,09-05-13,2013,Subrata Roy Sahara Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,G Gambhir,46,1
378,598059,Delhi Daredevils,Royal Challengers Bangalore,10-05-13,2013,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,JD Unadkat,4,1
379,598060,Pune Warriors,Mumbai Indians,11-05-13,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Mumbai Indians,bat,wickets,Result,MG Johnson,5,1
380,598061,Kings XI Punjab,Sunrisers Hyderabad,11-05-13,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Sunrisers Hyderabad,field,runs,Result,PA Patel,30,1
381,598062,Kolkata Knight Riders,Royal Challengers Bangalore,12-05-13,2013,JSCA International Stadium Complex,Ranchi,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,JH Kallis,5,1
382,598063,Rajasthan Royals,Chennai Super Kings,12-05-13,2013,Sawai Mansingh Stadium,Jaipur,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,SR Watson,5,1
383,598064,Delhi Daredevils,Kings XI Punjab,23-04-13,2013,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,Harmeet Singh,5,1
384,598065,Mumbai Indians,Sunrisers Hyderabad,13-05-13,2013,Wankhede Stadium,Mumbai,India,Sunrisers Hyderabad,Mumbai Indians,bat,wickets,Result,KA Pollard,7,1
385,598066,Kolkata Knight Riders,Pune Warriors,15-05-13,2013,JSCA International Stadium Complex,Ranchi,India,Kolkata Knight Riders,Pune Warriors,field,runs,Result,MK Pandey,7,1
386,598067,Chennai Super Kings,Delhi Daredevils,14-05-13,2013,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MS Dhoni,33,1
387,598068,Mumbai Indians,Rajasthan Royals,15-05-13,2013,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,AP Tare,14,1
388,598069,Kings XI Punjab,Royal Challengers Bangalore,06-05-13,2013,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,DA Miller,6,1
389,598070,Sunrisers Hyderabad,Rajasthan Royals,17-05-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,A Mishra,23,1
390,598071,Kings XI Punjab,Mumbai Indians,18-05-13,2013,Himachal Pradesh Cricket Association Stadium,Dharamsala,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,Azhar Mahmood,50,1
391,598072,Pune Warriors,Delhi Daredevils,19-05-13,2013,Subrata Roy Sahara Stadium,Pune,India,Pune Warriors,Pune Warriors,bat,runs,Result,LJ Wright,38,1
392,598073,Royal Challengers Bangalore,Chennai Super Kings,18-05-13,2013,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Royal Challengers Bangalore,field,runs,Result,V Kohli,24,1
393,598074,Sunrisers Hyderabad,Kolkata Knight Riders,19-05-13,2013,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kolkata Knight Riders,Sunrisers Hyderabad,bat,wickets,Result,PA Patel,5,1
394,598075,Chennai Super Kings,Mumbai Indians,21-05-13,2013,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,MEK Hussey,48,1
395,598076,Rajasthan Royals,Sunrisers Hyderabad,22-05-13,2013,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Rajasthan Royals,bat,wickets,Result,BJ Hodge,4,1
396,598077,Mumbai Indians,Rajasthan Royals,24-05-13,2013,Eden Gardens,Kolkata,India,Rajasthan Royals,Mumbai Indians,bat,wickets,Result,Harbhajan Singh,4,1
397,598078,Chennai Super Kings,Mumbai Indians,26-05-13,2013,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,23,1
398,729284,Mumbai Indians,Kolkata Knight Riders,16-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,JH Kallis,41,3
399,729286,Delhi Daredevils,Royal Challengers Bangalore,17-04-14,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,YS Chahal,8,3
400,729288,Chennai Super Kings,Kings XI Punjab,18-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Chennai Super Kings,Kings XI Punjab,bat,wickets,Result,GJ Maxwell,6,3
401,729290,Sunrisers Hyderabad,Rajasthan Royals,18-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,AM Rahane,4,3
402,729292,Royal Challengers Bangalore,Mumbai Indians,19-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,PA Patel,7,3
403,729294,Kolkata Knight Riders,Delhi Daredevils,19-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Kolkata Knight Riders,Delhi Daredevils,bat,wickets,Result,JP Duminy,4,3
404,729296,Rajasthan Royals,Kings XI Punjab,20-04-14,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,GJ Maxwell,7,3
405,729298,Chennai Super Kings,Delhi Daredevils,21-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,93,3
406,729300,Kings XI Punjab,Sunrisers Hyderabad,22-04-14,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Sunrisers Hyderabad,Kings XI Punjab,field,runs,Result,GJ Maxwell,72,3
407,729302,Rajasthan Royals,Chennai Super Kings,23-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Chennai Super Kings,field,runs,Result,RA Jadeja,7,3
408,729304,Royal Challengers Bangalore,Kolkata Knight Riders,24-04-14,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,CA Lynn,2,3
409,729306,Sunrisers Hyderabad,Delhi Daredevils,25-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,AJ Finch,4,3
410,729308,Chennai Super Kings,Mumbai Indians,25-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Mumbai Indians,Chennai Super Kings,bat,wickets,Result,MM Sharma,7,3
411,729310,Rajasthan Royals,Royal Challengers Bangalore,26-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,PV Tambe,6,3
412,729312,Kolkata Knight Riders,Kings XI Punjab,26-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Kolkata Knight Riders,Kings XI Punjab,field,runs,Result,Sandeep Sharma,23,3
413,729314,Delhi Daredevils,Mumbai Indians,27-04-14,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Mumbai Indians,Delhi Daredevils,bat,wickets,Result,M Vijay,6,3
414,729316,Sunrisers Hyderabad,Chennai Super Kings,27-04-14,2014,Sharjah Cricket Stadium,Abu Dhabi,U.A.E,Sunrisers Hyderabad,Chennai Super Kings,bat,wickets,Result,DR Smith,5,3
415,729318,Kings XI Punjab,Royal Challengers Bangalore,28-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,Sandeep Sharma,5,3
416,729320,Kolkata Knight Riders,Rajasthan Royals,29-04-14,2014,Sheikh Zayed Stadium,Abu Dhabi,U.A.E,Rajasthan Royals,Rajasthan Royals,bat,Tie,Superover,JP Faulkner,NULL,3
417,729322,Mumbai Indians,Sunrisers Hyderabad,30-04-14,2014,Dubai International Cricket Stadium,Abu Dhabi,U.A.E,Mumbai Indians,Sunrisers Hyderabad,field,runs,Result,B Kumar,15,3
418,733976,Chennai Super Kings,Kolkata Knight Riders,02-05-14,2014,JSCA International Stadium Complex,Ranchi,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,RA Jadeja,34,1
419,733978,Mumbai Indians,Kings XI Punjab,03-05-14,2014,Wankhede Stadium,Mumbai,India,Kings XI Punjab,Mumbai Indians,bat,wickets,Result,CJ Anderson,5,1
420,733980,Delhi Daredevils,Rajasthan Royals,03-05-14,2014,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,KK Nair,7,1
421,733982,Royal Challengers Bangalore,Sunrisers Hyderabad,04-05-14,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,AB de Villiers,4,1
422,733984,Rajasthan Royals,Kolkata Knight Riders,05-05-14,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Kolkata Knight Riders,Rajasthan Royals,field,runs,Result,PV Tambe,10,1
423,733986,Delhi Daredevils,Chennai Super Kings,05-05-14,2014,Feroz Shah Kotla,Delhi,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,DR Smith,8,1
424,733988,Mumbai Indians,Royal Challengers Bangalore,06-05-14,2014,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Mumbai Indians,field,runs,Result,RG Sharma,19,1
425,733990,Delhi Daredevils,Kolkata Knight Riders,07-05-14,2014,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,8,1
426,733992,Kings XI Punjab,Chennai Super Kings,07-05-14,2014,Barabati Stadium,Cuttack,India,Chennai Super Kings,Kings XI Punjab,field,runs,Result,GJ Maxwell,44,1
427,733994,Rajasthan Royals,Sunrisers Hyderabad,08-05-14,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Rajasthan Royals,Sunrisers Hyderabad,field,runs,Result,B Kumar,32,1
428,733996,Royal Challengers Bangalore,Kings XI Punjab,09-05-14,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Kings XI Punjab,field,runs,Result,Sandeep Sharma,32,1
429,733998,Delhi Daredevils,Sunrisers Hyderabad,10-05-14,2014,Feroz Shah Kotla,Delhi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DW Steyn,8,1
430,734000,Mumbai Indians,Chennai Super Kings,10-05-14,2014,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,DR Smith,4,1
