Match_SK,match_id,Team1,Team2,match_date,Season_Year,Venue_Name,City_Name,Country_Name,Toss_Winner,match_winner,Toss_Name,Win_Type,Outcome_Type,ManOfMach,Win_Margin,Country_id
431,734002,Kings XI Punjab,Kolkata Knight Riders,11-05-14,2014,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,G Gambhir,9,1
432,734004,Royal Challengers Bangalore,Rajasthan Royals,11-05-14,2014,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Rajasthan Royals,bat,wickets,Result,JP Faulkner,5,1
433,734006,Sunrisers Hyderabad,Mumbai Indians,12-05-14,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Mumbai Indians,bat,wickets,Result,AT Rayudu,7,1
434,734008,Chennai Super Kings,Rajasthan Royals,13-05-14,2014,JSCA International Stadium Complex,Ranchi,India,Rajasthan Royals,Chennai Super Kings,bat,wickets,Result,RA Jadeja,5,1
435,734010,Royal Challengers Bangalore,Delhi Daredevils,13-05-14,2014,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Royal Challengers Bangalore,field,runs,Result,Yuvraj Singh,16,1
436,734012,Sunrisers Hyderabad,Kings XI Punjab,14-05-14,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,WP Saha,6,1
437,734014,Kolkata Knight Riders,Mumbai Indians,14-05-14,2014,Barabati Stadium,Cuttack,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,RV Uthappa,6,1
438,734016,Rajasthan Royals,Delhi Daredevils,15-05-14,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Delhi Daredevils,Rajasthan Royals,field,runs,Result,AM Rahane,62,1
439,734018,Chennai Super Kings,Royal Challengers Bangalore,18-05-14,2014,JSCA International Stadium Complex,Ranchi,India,Chennai Super Kings,Royal Challengers Bangalore,bat,wickets,Result,AB de Villiers,5,1
440,734020,Sunrisers Hyderabad,Kolkata Knight Riders,18-05-14,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Kolkata Knight Riders,bat,wickets,Result,UT Yadav,7,1
441,734022,Rajasthan Royals,Mumbai Indians,19-05-14,2014,"Sardar Patel Stadium, Motera",Ahmedabad,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,MEK Hussey,25,1
442,734024,Delhi Daredevils,Kings XI Punjab,19-05-14,2014,Feroz Shah Kotla,Delhi,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,AR Patel,4,1
443,734026,Sunrisers Hyderabad,Royal Challengers Bangalore,20-05-14,2014,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,wickets,Result,DA Warner,7,1
444,734028,Kolkata Knight Riders,Chennai Super Kings,20-05-14,2014,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,RV Uthappa,8,1
445,734030,Kings XI Punjab,Mumbai Indians,21-05-14,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,LMP Simmons,7,1
446,734032,Kolkata Knight Riders,Royal Challengers Bangalore,22-05-14,2014,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Kolkata Knight Riders,field,runs,Result,RV Uthappa,30,1
447,734034,Chennai Super Kings,Sunrisers Hyderabad,22-05-14,2014,JSCA International Stadium Complex,Ranchi,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,6,1
448,734036,Mumbai Indians,Delhi Daredevils,23-05-14,2014,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,field,runs,Result,MEK Hussey,15,1
449,734038,Kings XI Punjab,Rajasthan Royals,23-05-14,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Rajasthan Royals,Kings XI Punjab,field,runs,Result,SE Marsh,16,1
450,734040,Royal Challengers Bangalore,Chennai Super Kings,24-05-14,2014,M Chinnaswamy Stadium,Bangalore,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,MS Dhoni,8,1
451,734042,Kolkata Knight Riders,Sunrisers Hyderabad,24-05-14,2014,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,YK Pathan,4,1
452,734044,Kings XI Punjab,Delhi Daredevils,25-05-14,2014,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Kings XI Punjab,field,wickets,Result,M Vohra,7,1
453,734046,Mumbai Indians,Rajasthan Royals,25-05-14,2014,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,CJ Anderson,5,1
454,734048,Kings XI Punjab,Kolkata Knight Riders,27-05-14,2014,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,field,runs,Result,UT Yadav,28,1
455,734050,Chennai Super Kings,Mumbai Indians,28-05-14,2014,Brabourne Stadium,Mumbai,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,SK Raina,7,1
456,734052,Chennai Super Kings,Kings XI Punjab,30-05-14,2014,Wankhede Stadium,Mumbai,India,Chennai Super Kings,Kings XI Punjab,field,runs,Result,V Sehwag,24,1
457,734054,Kolkata Knight Riders,Kings XI Punjab,01-06-14,2014,M Chinnaswamy Stadium,Bangalore,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,MK Pandey,3,1
458,829710,Kolkata Knight Riders,Mumbai Indians,08-04-15,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,M Morkel,7,1
459,829712,Chennai Super Kings,Delhi Daredevils,09-04-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Delhi Daredevils,Chennai Super Kings,field,runs,Result,A Nehra,1,1
460,829714,Kings XI Punjab,Rajasthan Royals,10-04-15,2015,Maharashtra Cricket Association Stadium,Pune,India,Kings XI Punjab,Rajasthan Royals,field,runs,Result,JP Faulkner,26,1
461,829716,Chennai Super Kings,Sunrisers Hyderabad,11-04-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,BB McCullum,45,1
462,829718,Kolkata Knight Riders,Royal Challengers Bangalore,11-04-15,2015,Eden Gardens,Kolkata,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,CH Gayle,3,1
463,829720,Delhi Daredevils,Rajasthan Royals,12-04-15,2015,Feroz Shah Kotla,Delhi,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,DJ Hooda,3,1
464,829722,Mumbai Indians,Kings XI Punjab,12-04-15,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Kings XI Punjab,field,runs,Result,GJ Bailey,18,1
465,829724,Royal Challengers Bangalore,Sunrisers Hyderabad,13-04-15,2015,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,8,1
466,829726,Rajasthan Royals,Mumbai Indians,14-04-15,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Mumbai Indians,Rajasthan Royals,bat,wickets,Result,SPD Smith,7,1
467,829728,Kolkata Knight Riders,Chennai Super Kings,30-04-15,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,AD Russell,7,1
468,829730,Kings XI Punjab,Delhi Daredevils,15-04-15,2015,Maharashtra Cricket Association Stadium,Pune,India,Kings XI Punjab,Delhi Daredevils,bat,wickets,Result,MA Agarwal,5,1
469,829732,Sunrisers Hyderabad,Rajasthan Royals,16-04-15,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Rajasthan Royals,Rajasthan Royals,field,wickets,Result,AM Rahane,6,1
470,829734,Mumbai Indians,Chennai Super Kings,17-04-15,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Chennai Super Kings,bat,wickets,Result,A Nehra,6,1
471,829736,Sunrisers Hyderabad,Delhi Daredevils,18-04-15,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Delhi Daredevils,Delhi Daredevils,bat,runs,Result,JP Duminy,4,1
472,829738,Kings XI Punjab,Kolkata Knight Riders,18-04-15,2015,Maharashtra Cricket Association Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,AD Russell,4,1
473,829740,Rajasthan Royals,Chennai Super Kings,19-04-15,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Chennai Super Kings,Rajasthan Royals,bat,wickets,Result,AM Rahane,8,1
474,829742,Royal Challengers Bangalore,Mumbai Indians,19-04-15,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Mumbai Indians,field,runs,Result,Harbhajan Singh,18,1
475,829744,Delhi Daredevils,Kolkata Knight Riders,20-04-15,2015,Feroz Shah Kotla,Delhi,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,UT Yadav,6,1
476,829746,Rajasthan Royals,Kings XI Punjab,21-04-15,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Kings XI Punjab,Kings XI Punjab,field,Tie,Superover,SE Marsh,NULL,1
477,829748,Sunrisers Hyderabad,Kolkata Knight Riders,22-04-15,2015,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Kolkata Knight Riders,Sunrisers Hyderabad,field,runs,Result,DA Warner,16,1
478,829750,Royal Challengers Bangalore,Chennai Super Kings,22-04-15,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Chennai Super Kings,field,runs,Result,SK Raina,27,1
479,829752,Delhi Daredevils,Mumbai Indians,23-04-15,2015,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,field,runs,Result,SS Iyer,37,1
480,829754,Rajasthan Royals,Royal Challengers Bangalore,24-04-15,2015,"Sardar Patel Stadium, Motera",Ahmedabad,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,MA Starc,9,1
481,829756,Mumbai Indians,Sunrisers Hyderabad,25-04-15,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,SL Malinga,20,1
482,829758,Chennai Super Kings,Kings XI Punjab,25-04-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,BB McCullum,97,1
483,829762,Delhi Daredevils,Royal Challengers Bangalore,26-04-15,2015,Feroz Shah Kotla,Delhi,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,VR Aaron,10,1
484,829764,Kings XI Punjab,Sunrisers Hyderabad,27-04-15,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Sunrisers Hyderabad,field,runs,Result,TA Boult,20,1
485,829766,Kolkata Knight Riders,Delhi Daredevils,07-05-15,2015,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,bat,runs,Result,PP Chawla,13,1
486,829768,Royal Challengers Bangalore,Rajasthan Royals,29-04-15,2015,M Chinnaswamy Stadium,Bangalore,India,Rajasthan Royals,NULL,field,NO Result,No Result,NULL,NULL,1
487,829770,Chennai Super Kings,Kolkata Knight Riders,28-04-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Kolkata Knight Riders,Chennai Super Kings,field,runs,Result,DJ Bravo,2,1
488,829772,Delhi Daredevils,Kings XI Punjab,01-05-15,2015,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,NM Coulter-Nile,9,1
489,829774,Mumbai Indians,Rajasthan Royals,01-05-15,2015,Wankhede Stadium,Mumbai,India,Rajasthan Royals,Mumbai Indians,field,runs,Result,AT Rayudu,8,1
490,829776,Royal Challengers Bangalore,Kolkata Knight Riders,02-05-15,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,Royal Challengers Bangalore,field,wickets,Result,Mandeep Singh,7,1
491,829778,Sunrisers Hyderabad,Chennai Super Kings,02-05-15,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Chennai Super Kings,Sunrisers Hyderabad,field,runs,Result,DA Warner,22,1
492,829780,Kings XI Punjab,Mumbai Indians,03-05-15,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,LMP Simmons,23,1
493,829782,Rajasthan Royals,Delhi Daredevils,03-05-15,2015,Brabourne Stadium,Mumbai,India,Delhi Daredevils,Rajasthan Royals,field,runs,Result,AM Rahane,14,1
494,829784,Chennai Super Kings,Royal Challengers Bangalore,04-05-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,SK Raina,24,1
495,829786,Kolkata Knight Riders,Sunrisers Hyderabad,04-05-15,2015,Eden Gardens,Kolkata,India,Sunrisers Hyderabad,Kolkata Knight Riders,field,runs,Result,UT Yadav,35,1
496,829788,Mumbai Indians,Delhi Daredevils,05-05-15,2015,Wankhede Stadium,Mumbai,India,Delhi Daredevils,Mumbai Indians,bat,wickets,Result,Harbhajan Singh,5,1
497,829790,Royal Challengers Bangalore,Kings XI Punjab,06-05-15,2015,M Chinnaswamy Stadium,Bangalore,India,Kings XI Punjab,Royal Challengers Bangalore,field,runs,Result,CH Gayle,138,1
498,829792,Rajasthan Royals,Sunrisers Hyderabad,07-05-15,2015,Brabourne Stadium,Mumbai,India,Rajasthan Royals,Sunrisers Hyderabad,field,runs,Result,EJG Morgan,7,1
499,829794,Chennai Super Kings,Mumbai Indians,08-05-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Mumbai Indians,bat,wickets,Result,HH Pandya,6,1
500,829796,Kolkata Knight Riders,Kings XI Punjab,09-05-15,2015,Eden Gardens,Kolkata,India,Kings XI Punjab,Kolkata Knight Riders,bat,wickets,Result,AD Russell,1,1
501,829798,Delhi Daredevils,Sunrisers Hyderabad,09-05-15,2015,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,MC Henriques,6,1
502,829800,Mumbai Indians,Royal Challengers Bangalore,10-05-15,2015,Wankhede Stadium,Mumbai,India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,AB de Villiers,39,1
503,829802,Chennai Super Kings,Rajasthan Royals,10-05-15,2015,"MA Chidambaram Stadium, Chepauk",Chennai,India,Chennai Super Kings,Chennai Super Kings,bat,runs,Result,RA Jadeja,12,1
504,829804,Sunrisers Hyderabad,Kings XI Punjab,11-05-15,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,runs,Result,DA Warner,5,1
505,829806,Delhi Daredevils,Chennai Super Kings,12-05-15,2015,Shaheed Veer Narayan Singh International Stadium,Raipur,India,Chennai Super Kings,Delhi Daredevils,bat,wickets,Result,Z Khan,6,1
506,829808,Kings XI Punjab,Royal Challengers Bangalore,13-05-15,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Royal Challengers Bangalore,Kings XI Punjab,field,runs,Result,AR Patel,22,1
507,829810,Mumbai Indians,Kolkata Knight Riders,14-05-15,2015,Wankhede Stadium,Mumbai,India,Kolkata Knight Riders,Mumbai Indians,field,runs,Result,HH Pandya,5,1
508,829812,Sunrisers Hyderabad,Royal Challengers Bangalore,15-05-15,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,wickets,Result,V Kohli,6,1
509,829814,Kings XI Punjab,Chennai Super Kings,16-05-15,2015,"Punjab Cricket Association Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Chennai Super Kings,bat,wickets,Result,P Negi,7,1
510,829816,Rajasthan Royals,Kolkata Knight Riders,16-05-15,2015,Brabourne Stadium,Mumbai,India,Rajasthan Royals,Rajasthan Royals,bat,runs,Result,SR Watson,9,1
511,829818,Royal Challengers Bangalore,Delhi Daredevils,17-05-15,2015,M Chinnaswamy Stadium,Bangalore,India,Royal Challengers Bangalore,NULL,field,NO Result,No Result,NULL,NULL,1
512,829820,Sunrisers Hyderabad,Mumbai Indians,17-05-15,2015,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Mumbai Indians,bat,wickets,Result,MJ McClenaghan,9,1
513,829822,Chennai Super Kings,Mumbai Indians,19-05-15,2015,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,bat,runs,Result,KA Pollard,25,1
514,829824,Royal Challengers Bangalore,Rajasthan Royals,20-05-15,2015,Maharashtra Cricket Association Stadium,Pune,India,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,runs,Result,AB de Villiers,71,1
515,829826,Chennai Super Kings,Royal Challengers Bangalore,22-05-15,2015,JSCA International Stadium Complex,Ranchi,India,Chennai Super Kings,Chennai Super Kings,field,wickets,Result,A Nehra,3,1
516,829828,Mumbai Indians,Chennai Super Kings,24-05-15,2015,Eden Gardens,Kolkata,India,Chennai Super Kings,Mumbai Indians,field,runs,Result,RG Sharma,41,1
517,980906,Mumbai Indians,Rising Pune Supergiants,09-04-16,2016,Wankhede Stadium,Mumbai,India,Mumbai Indians,Rising Pune Supergiants,bat,wickets,Result,AM Rahane,9,1
518,980908,Kolkata Knight Riders,Delhi Daredevils,10-04-16,2016,Eden Gardens,Kolkata,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,AD Russell,9,1
519,980910,Kings XI Punjab,Gujarat Lions,11-04-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,AJ Finch,5,1
520,980912,Royal Challengers Bangalore,Sunrisers Hyderabad,12-04-16,2016,M Chinnaswamy Stadium,Bangalore,India,Sunrisers Hyderabad,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,45,1
521,980914,Kolkata Knight Riders,Mumbai Indians,13-04-16,2016,Eden Gardens,Kolkata,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RG Sharma,6,1
522,980916,Gujarat Lions,Rising Pune Supergiants,14-04-16,2016,Saurashtra Cricket Association Stadium,Rajkot,India,Rising Pune Supergiants,Gujarat Lions,bat,wickets,Result,AJ Finch,7,1
523,980918,Delhi Daredevils,Kings XI Punjab,15-04-16,2016,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,A Mishra,8,1
524,980920,Sunrisers Hyderabad,Kolkata Knight Riders,16-04-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Kolkata Knight Riders,bat,wickets,Result,G Gambhir,8,1
525,980922,Mumbai Indians,Gujarat Lions,16-04-16,2016,Wankhede Stadium,Mumbai,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,AJ Finch,3,1
526,980924,Kings XI Punjab,Rising Pune Supergiants,17-04-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Rising Pune Supergiants,Kings XI Punjab,bat,wickets,Result,M Vohra,6,1
527,980926,Royal Challengers Bangalore,Delhi Daredevils,17-04-16,2016,M Chinnaswamy Stadium,Bangalore,India,Delhi Daredevils,Delhi Daredevils,field,wickets,Result,Q de Kock,7,1
528,980928,Sunrisers Hyderabad,Mumbai Indians,18-04-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,DA Warner,7,1
529,980930,Kings XI Punjab,Kolkata Knight Riders,19-04-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,RV Uthappa,6,1
530,980932,Mumbai Indians,Royal Challengers Bangalore,20-04-16,2016,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RG Sharma,6,1
531,980934,Gujarat Lions,Sunrisers Hyderabad,21-04-16,2016,Saurashtra Cricket Association Stadium,Rajkot,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,B Kumar,10,1
532,980936,Rising Pune Supergiants,Royal Challengers Bangalore,22-04-16,2016,Maharashtra Cricket Association Stadium,Pune,India,Rising Pune Supergiants,Royal Challengers Bangalore,field,runs,Result,AB de Villiers,13,1
533,980938,Delhi Daredevils,Mumbai Indians,23-04-16,2016,Feroz Shah Kotla,Delhi,India,Mumbai Indians,Delhi Daredevils,field,runs,Result,SV Samson,10,1
534,980940,Sunrisers Hyderabad,Kings XI Punjab,23-04-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Sunrisers Hyderabad,Sunrisers Hyderabad,field,wickets,Result,Mustafizur Rahman,5,1
535,980942,Gujarat Lions,Royal Challengers Bangalore,24-04-16,2016,Saurashtra Cricket Association Stadium,Rajkot,India,Royal Challengers Bangalore,Gujarat Lions,bat,wickets,Result,V Kohli,6,1
536,980944,Rising Pune Supergiants,Kolkata Knight Riders,24-04-16,2016,Maharashtra Cricket Association Stadium,Pune,India,Kolkata Knight Riders,Kolkata Knight Riders,field,wickets,Result,SA Yadav,2,1
537,980946,Kings XI Punjab,Mumbai Indians,25-04-16,2016,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,India,Kings XI Punjab,Mumbai Indians,field,runs,Result,PA Patel,25,1
538,980948,Sunrisers Hyderabad,Rising Pune Supergiants,26-04-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Rising Pune Supergiants,Rising Pune Supergiants,field,runs,Result,AB Dinda,34,1
539,980950,Delhi Daredevils,Gujarat Lions,27-04-16,2016,Feroz Shah Kotla,Delhi,India,Delhi Daredevils,Gujarat Lions,field,runs,Result,CH Morris,1,1
540,980952,Mumbai Indians,Kolkata Knight Riders,28-04-16,2016,Wankhede Stadium,Mumbai,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RG Sharma,6,1
541,980954,Rising Pune Supergiants,Gujarat Lions,29-04-16,2016,Maharashtra Cricket Association Stadium,Pune,India,Gujarat Lions,Gujarat Lions,field,wickets,Result,DR Smith,3,1
542,980956,Delhi Daredevils,Kolkata Knight Riders,30-04-16,2016,Feroz Shah Kotla,Delhi,India,Kolkata Knight Riders,Delhi Daredevils,field,runs,Result,CR Brathwaite,27,1
543,980958,Sunrisers Hyderabad,Royal Challengers Bangalore,30-04-16,2016,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,Royal Challengers Bangalore,Sunrisers Hyderabad,field,runs,Result,DA Warner,15,1
544,980960,Gujarat Lions,Kings XI Punjab,01-05-16,2016,Saurashtra Cricket Association Stadium,Rajkot,India,Gujarat Lions,Kings XI Punjab,field,runs,Result,AR Patel,23,1
545,980962,Rising Pune Supergiants,Mumbai Indians,01-05-16,2016,Maharashtra Cricket Association Stadium,Pune,India,Mumbai Indians,Mumbai Indians,field,wickets,Result,RG Sharma,8,1
